	text	prediction
1445	": Acusado de matar amigo com golpe de espada, ex-'Power Ranger' é preso  arte imitando a vida. """	1
1446	"Sabe qual é a  da vida?É ter pressa para crescer e, depois, suspirar pela infância… """	1
1447	Gays e sua aversão a qualquer sinal de feminilidade no possível parceiro. Um viva ao gay heteronormativo, barbado, peludo, ativão 	1
1448	Bom dia! E pintou o campeão!! Expliquem essa ateus. Pet é o cara.  	1
1449	Tão bom não ser prioridade na vida da pessoa que é prioridade na sua 	1
1450	"Hoje em dia se fala tanto do antibíblico sonhos de Deus"" que eu vou começar a ficar na torcida para que ""Ele"" consiga realizá-los. """	1
1451	Peligro. Humanos!!!...Viñetas Humor Crítica Ironía 	1
1452	Em 2016, os latrocínios aumentaram 15% em comparação a 2015.Mas estão roubando menos carros.Então, tudo bem  sqn  	1
1453	Tela Desordem & Progresso Por Fabio Gerevine / 2012brasil patriaamada desordem progresso contestação tela  obrapictorica	1
1454	E o elenco que ja era ridiculo no setor de ataque vai ficar sem Richarlison.Nao me preocupo,temos magnata,osvaldo e marcos jr! 	1
1455	vou passar a adotar o estilo de resposta do Antero, pra não render com os haters  	1
1456	 porque será? .com	1
1457	hambre crisis sosvenezuela ironía: Famélicos, por   	1
1458	Divertidas dos semanas 	1
1459	Diva Depressão® on Instagram: “diva divas humor piada  sarcástica ironica  recalque... 	1
1460	"Moça do  : Volta mais tarde.""Ah tá. Eu não trabalho né, posso fazer isso. Essa empresa chama ""Poupa Tempo"" pq mesmo?"""	1
1461	Felipe Massa se aposentando? Pensei que ele já tinha vazado há tempos 	1
1462	- Eu Nunca Vou Te ABANDONAR  Diz A Pessoua Que  Hoje Nem Olha Mais Pra Sua Cara !  :/	1
1463	Poxa vida, mas como vcs mudam d opinião rápida hein!!!! NãoAdiantaZicar	1
1464	a organização das testemunhas de Jeová não abriu a porta à reportagem da tvi 	1
1465	Sacanagem o bombom que minha princesa me deu...Não sei se começo a rir ou choro! Kkkdestino? ? coisasdavida? 	1
1466	Trânsito do Recife ta uma paz hoje sem aulas. Sendo assim: Acabem com as escolas e o problema de mobilidade é resolvido! FicaDica 	1
1467	Quadriceps, triceps, biceps… Amigos anatomistas, onde é o uniceps?? Hehehehe   joke piadinhatosca	1
1468	"13 senadores () votaram pela soltura do senador"" Delcídio do Amaral. Veja quem votou deste modo, anote, e... """	1
1469	Petrobras anuncia venda de 100% da participação no Campo de Juruá economia  via 	0
1470	"Urgência na definição do alcance do foro privilegiado""  economia feedly"""	0
1471	Que engrassado, tô morrendo de rir com sua piada 	1
1472	"Prefiro os animais aos humanos."" Mas como? Os humanos não são animais também?! aforismo  paradoxo"""	1
1473	PT precisa de 171 votos para arquivar o processo de impeachment.Que IRONIA do destino.dilma impeachment destino  petralha sai	1
1474	-Se eu me arrependo de ter ficado com vc??. Imagina...  QuintaDetremuraSDV	1
1475	E ela disse que isso vai durar o tempo que for necessário. Relaxa, dá pra aguentar esses pequenos aumentos.	1
1476	Então a inflação não existe só aqui, né???   	1
1477	Viva a Disney! Mal sabe ele que a empresa incentiva as pessoas a beijarem uma mulher em coma cercada por anões 	1
1478	 uhum, sabe sim. 	1
1479	Tá passando Super Star na Globo. O símbolo do PT é uma estrela. Só não vê quem não quer. 	1
1480	PARA NADA  	1
1481	 você é brasileira ?   	1
1482	RT @O_Capu: Xapramim :*** RT @StefannySantos: @o_capu haeuae A gente fica preocupada, bem no dia do fim do mundo ainda! Hahah Te cuida e quebra tudo! ;D	1
1483	A psicologa ajudou tanta, meu Deus 	1
1484	se vc nao enjere nem um tipo de álcool, vc ja pode ser meu amgdiganaoaoalcool  soquenuca mdspqeutousando	1
1485	Amigos moram perto e não se trombam...	1
1486	  faltoume o de ironía... seica ;)	1
1487	to percebendo, né  kkkkkkkkk	1
1488	O rio doce que se encontrava em MG morreu, mas não esquenta a cabeça porque somos todos franceses! deboche	1
1489	Numa vitrine de loja...só os fortes entenderão hahahaha   Carioca Shopping 	1
1490	Pq insistir em acreditar no errado kkkk  	1
1491	É safra de abacate margarida!!!   amoabacate abacatemargarida ficaadica economia esafra fruta	0
1492	... Esse vídeo é pra pra mostrar o quanto o povo das outras regiões falam mal mas pagam pau. 	1
1493	"Economía | AFPs el salvavidas de Bachelet"" por AntonioArroyo"""	0
1494	nossa, que grande ofensa para Deus, chamou ele de mulher. Absurdo. Ser mulher é o pior defeito do universo 	1
1495	interessante perceber como o catedrático vai dar uma entrevista precisamente ao jornal de quem o   tanto se queixa 	1
1496	So notícia boa! Uhuuu 	1
1497	AGORA VAI! Realmente bater em jogador resolve tudo, vasco não cai mais!  	1
1498	Economia.Presidente do Senado admite possibilidade de acelerar reforma trabalhista 	0
1499	Assistindo a Copa do Nordeste e por ironia o Esporte Interativo está transmitindo o jogo cujo nome de um dos times se chama GLOBO. 	1
