text	prediction
Aliás, adoro gente que xinga em debates, é de uma civilidade homérica 	1
Natha irônica...  So falo as verdades   nathabittchy comédia  	1
 , Eduardo Paes torcedor fanático da Portela e não conseguiu da um título pra eles, Crivela que nem gosta de carnaval conseguiu.	1
Amanhã nem vou entrar nessa merda, todo mundo falando de fim do mundo! Calem a boca, por favor!!!	1
Neh   sinceridade naoreclame   Funcionários 	1
O ruim de morar em condomínio é que você ouve o viado do seu vizinho te chamar de viado...	1
Osservando: Italia Riina Renzi Napolitano scuola sanità disabili disoccupazione banche pensioni Boschi Economia povertà	0
Essa juliana tao engraça q nossa n to me contendo  bbb16	1
 palmas para o Doriva, grande técnico do futebol brasileiro 	1
É ótimo quando vc paga para fazerem um serviço, perde tempo e dinheiro e no fim, precisa refazer pq ficou uma droga. 	1
Climão maneiro no Botafogo.  Jefferson não fica no clube nem ferrando.	1
Queridos, o dólar nao tem importância pra quem não viaja ao exterior, nem pra quem é pobre e não investe. 	1
oba vamos parar de perder gol por enquanto 	1
  santa Catarina é mesmo um tédio! Todas as praias iguais, bom é aqui no RS. 	1
A vdd sobreposta pela ironia! SegueSigoDeVolta sdv teamfollowback  vida	1
Encontre várias ofertas em diversas lojas rapidinho! Compare Preços antes de comprar suplementos + economia TMJ!	0
A cada dia pós eleições fica mais claro... A Dilma manipulou a chuva em SP pra tentar ganhar o estado... EstáChovendo 	1
A suprema corte norte-americana já aprovou o obama-care pra dar direito aos gays de parto free Obamacare GLBT  	1
que tarde mas bonita 	1
"Em nota, Temer manifesta profundo agradecimento"" a Maria Silvia Bastos - Notícias Brasil Economia BNDES"""	0
È Tanta gente perfeita nesse mundo, que não sei se sou digno de viver aqui.	1
Como pode ? Você está tão longe, nem estar ligando pra mim . E ainda conseguir me abalar desse Jeito 	1
 Acho q vc não entendeu a . A Sabesp NÃO É responsável pelo rombo escandaloso desse país. Isso se deve a PTralhas mesmo.	1
Gol, Assistência e chapéu, só isso o   fez ontem, vocês tem razão não joga nada! Irônia	1
Empolgado com Thor Ragnarok, já joguei muito, só que jogava no servidor Odin.  — se sentindo Empolgado	1
Adoro isto!  	1
Olha o Basil melhorando! 	1
Já pode comprar o passe do Márcio Araújo e ficar com ele de vez e para sempre no Flamengo...  	1
Adoro o tipo de pessoas que estou a pensar agora  	1
mentira aqui é só espíritos e 	1
Reforçando meus parabéns aos petistas de plantão! Vocês são fera bicho! O loko meu, tanto no pessoal como no profissional!  FikDik	1
. Se renunciar, você vai colocar o último prego no caixão PT. Bem-vindo ao PMDB senador!  	1
 pois éMas é q tá tão óbvio q é irônico q nem me ocorreu q poderia dar ruim Vou colocar  de hj em diante	1
     pena que não é canhoto.... 	1
Pra que pagar 100 reais por uma arte, se eu posso só pegar uma logo da internet e editar no Paint? 	1
 imprensa séria, honesta e com boas fontes. Companheiro estamos fudidos. 	1
 essa tia ai tem uma cara de quem precisa de bolsa familia hein?!  modeon	1
Que gorra, chulísima DBT8GH15 Ironía.	1
Anula a questão! Hahahah	1
"Fico compartilhando foto no face ""21/12/12 o dia insuportável no face"" mas hoje ficou publicando ""1 min pro fim do mundo"", né."	1
 nooooooossa que zueira em, poorra, depois dessa nem sei como ela continua em campo 	1
A programação da , para os semáforos, é tão boa e intuitiva, que te obriga a ver senhorinhas correndo na chuva, na Raposo. 	1
Queremos 1 país livre. Desde q a imprensa não nos critique e sejamos aprovados por nossa gestão, independentemente do que façamos!	1
Que alegria, que alboroto  jahaha	1
Isso ai é culpa do PT. 	1
 ahhh mas ele pode veja quanto ele trabalha suado todo mês 	1
RT : Estados governados pelo PSDB, SP e MG não investe no SAMU pq!??! 	1
N há maneira melhor de começar a semana nué 	1
Está bem organizado.  Concais MSC InstaSize  Porto De Santos Terminal De Cruzeiros 	1
Maria Silvia Bastos renuncia à presidência do BNDES - Notícias Brasil Economia 	0
N sei oq eh pior: Nao entender ironia, nao entender uma frase ironica escrita , ou depois disso tudo fingir que tbm tva sendo ironica	1
"RT @Xarao: “@cyrosmf: ""Não me perguntes onde fica o fim do mundo/Segue o rumo da primeira explosão..."" #GauchanoFimdoMundo” SOS"	1
Jogo tá duro. 4-4. . Rio2016naESPN	1
 Gente, e eu que jurava que esse embroglio todo era pra acabar com a corrupção!!! 	1
Foi uma ação divina... 	1
Acordos de cooperação entre Brasil e Rússia são aprovados  economia	0
Se já tava ruim, com mosquito então melhorou 100% minha noite 	1
Nota:01Ironia é você ser vazio e mesmo assim procura sua outra metade. direta indireta vazio	1
  em seguiu porfa?  	1
: O Brasil é melhor do que os EUANossa, como é difícil morar em um país como os EUA! 	1
Agricoltura, ora “manca” il voucher  Breakingnews Economia	0
Curioso que quem teve o flagrante relaxado, virou réu também...  	1
Eita, bem que avisaram! Marque os amigos e compartilhe! autosuper jesus comedia Auto Super (Y)... 	1
O time nessa situação e o presidente saindo pra jantar? Assim não dá. Voltapaty  	1
Por um mundo onde  seja uma disciplina dos currículos escolares! o/ Para que as pessoas aprendam a usá-la e lidar com ela!	1
. antecipa saque do FGTS para nascidos em setembro, outubro e novembro       Economia 	0
Que baita melhora  	1
, eu adoro.. 	1
    culpa de Rossi  	1
Adoro que me ignorem ...  	1
EstorilConferences. Joseph Stiglitz, nobel da economia diz que os números do défice impostos por Bruxelas não têm base económica. fb	0
Pelo Buraco da Fechadura já saiu!  dnoticias economia	0
Mundo está prestes a ser inundado de algodão  MatériasPrimas Economia	0
No que bah, porque o digas tu LISTA .	1
Já são 14 gols e Cristiane é cada vez mais a maior artilheira olímpica da história. Mas, claro, futebol não é esporte de mulher, né? 	1
Estou pouco cansada  mestrado ai	1
  pel meu penúltim tuit 	1
Modo ironico.  	1
 Calma, mas o problema da educação são cotas pras minorias... 	1
Torcida do Flamengo é modinha, hein? 	1
5 MOTIVOS PARA AMAR O BRASIL:  Old Corrupção  Brasil	1
pode chover mais que tá pouco 	1
Como eu adoro o site do Smiles da Gol, sabe? Ele é super ágil e funciona mto bem 	1
Economia.Crise pode tirar até R$ 170 bi da economia 	0
Gasta de games? de  também? Então curta  que vc estará no lugar certo	1
Petrobras decide reduzir o preço médio da gasolina e no diesel nas refinarias. Saiba mais:  CBN Economia 	0
Eletrobras lança Programa de Demissão Voluntária  economia	0
PIB brasileiro chega a 1% após dois ... .Veja mais detalhes no site.   Economia Notícias NotíciasEmDestaque	0
Alô, São Paulo: tem um camisa dez argentino bom lá no Barcelona. Vamos ver se vcs são bons de negociação e colocam o Ganso no rolo. 	1
Fui na Casa Brasil. Só achei miçangas humanas destino  cruel rio2016 brazil… 	1
Linda historia de amor.  :/ 	1
Negócio compartilhado economiza investimento e dispensa marketing  | NegócioCompartilhado opção economia	0
Primeiro a gente tira a Dilma, depois o resto... só a Globo levou a sério isso!!  globogolpista égolpesim	1
Wagner Moura diz que não interpreta mau caráter? Oi? E o Pablo Escobar? E o cara que se passou pelo Constantino eram o que mesmo???? 	1
Guarda Municipal de NH atende ocorrência no Viaduto Ayrton Senna agora. Tem guincho no local. Será que alguém estacionou errado ali? 	1
Hoje será outra noite sem dormir direito. NICE (y) 	1
Brasil 1 x 0 VenezuelaFICA DUNGA, FICA DILMA, FICA EDUARDO CUNHA 	1
hahaha oh muito engraçado irônia	1
Afastei-me de muitas pessoas, por grande pena minha!!!!	1
Dai a pessoa não entende  e acaba fazendo vc parecer o retardado...	1
é uma importante contratação. 	1
Que feita es la pobre   	1
Eu amo estudar física, é fantástico 	1
O cara é Deputado,querendo ou não,ele é a formalização da democracia e sai bloqueando todos que são contrários ao seu pensamento 	1
Respira, respira. Respira, respira. Buona colazione.  ilbuongiornosivededalmattino illusa	1
 Eles não tem o humor refinado e maravilhoso do The Noite e de Danilo Gentili  	1
É bom que vai ficar tudo em família, certo?  Brasil Política	1
Atitudes dessas, só te ficam bem 	1
Hoje uma rapariga com o sobrenome Vomit seguiu-me..	1
a  esqueceu a hashtag . Aí o ganhador do Pulitzer não entendeu.	1
Tentamos deixar a nota do Lance na pág do  e não conseguimos, alguém sabe se tá com problemas??? 	1
Eu: uma flor em pessoa  bom humor e positividade todos os dias nao  invertido	1
Minha vontade de trabalhar hoje está muito grande.	1
Diva Depressão® on Instagram: “diva divas humor piada  sarcastica ironica ... 	1
Bob's substitui atendentes por terminais em lojas 100% digitais  notícias Economia 	0
Deixaram de fora os melhores árbitros do país.  	1
Queria saber quem teve a brilhante ideia de colocar um episódio focado no Morgan logo depois do epi de semana passada!  TWDSeason6	1
Fato!AlinneIrônica AlinneRosa Singer Music Sucesso Bahia Brazil Humor  Like… 	1
 Inflação deve cair com redução de preços de combustíveis, diz Goldfajn - BCB Economia Juros Selic	0
   mas o Palmeiras tá com 1 técnico de ponta e um time cheio de craques! 	1
Pimenta no cu dos outros é refresco. Que coisa linda. Vou beber. 	1
NÃO,FOI NÃO!FOI UMA JOGADA NORMAL. eSPn	1
Coisa de louco, né?  É nisso que dá entregar parte do governo a esses parasitas do PMDB. Ladeira abaixo!  	1
"Economia Sérgio Monteiro: estou eticamente impedido"" de trabalhar no dono do Novo…  Em """	0
AH DILMAA NAO CONSEGUE NEM ABAIXAR O PESO DELA E QUER BAIXAR A CORRUPÇÃO'  DA_VIADAA....	1
"En aqest cas diguem  dura"" no sigui cas q ens acusin d sexistes  """	1
imagine... A ditetoria está fazendo tudo certinho.. 	1
"Quanto menos entenderem uma ironia, melhor ela é"" apraticos  reflexões filosofia… """	1
"Bomdiaminhagente seja em qual for a situação SORRIA"" goodday  instasol solsincera… """	1
a piada está feita.... 	1
Preciso parar de dar mancada com a galera... foimal muletas enfermo chatido sqn 	1
WhatsApp parou... mds, isso vai influenciar muuuuuito minha vida, vou morrer. 	1
Quero Michel Temer presidente. Precisamos do PMDB no poder. Corrupção nunca mais!	1
Economía Baraka revende a Riu el Edificio_España tras comprarlo a Wanda 	0
Photo:  napoletani racconti primaguerramondiale fotarchitetto napoli sud (presso Via Beniamino...	1
Venham curtir SR regado das melhores comidas e bebidas de SP SR sabrinareis bovinus … 	1
Quanta diversidade política num evento só. rs  	1
Isso é que é opinião equilibrada embasada, equilibrada, atenta aos fatos  Imprensapetista Todossabem VerdadeSimMídiaNão  	1
Engordei 5 quilos, o fim do mundo está prOPA já passou rsrsrs	1
Ué, mas ele não era contra a corrupção?  	1
Qual a surpresa na roupa da bruna? Vindo da globo até que estava bem decente e apresentável... 	1
Reunião da Comissão de Economia: vereadores acabam de admitir o projeto que fixa as diretrizes orçamentárias para 2018.	0
Índia proíbe venda de gado para abate  economia	0
 Perdona ?? A que te pego eee a que te pego 	1
Cadê a família tradicional brasileira protestando contra essa cena em pleno horário nobre? E as crianças?  	1
"É engraçado a torcida do SP gritar bicha"" quando o Fábio bate o tiro de meta... """	1
    ai eu vi, um cruzeirense que ama seu time... 	1
Almeno la seduta. .. è comoda  Cinismo	1
Bom dia! Bomdia dia brasil riodejaneiro fofa flor  	1
+ carater nenhum.JÁ QUE É PRA ADOTAR QUEM MELHOR ENGANA ESSA TEM QUE SER A CAMPEÃ MESMO 	1
Esse tweet contém  	1
 cala-te pa, foi brutal  	1
eia fg queria mesmo  	1
to manjando muito de ingles 	1
será que vai dar pra saber pela posição do bebê na hora do Ultra-som??  SOCORROOOOO!!!	1
Confiança do empresário industrial avança em maio  economia	0
AGORA VAI: Barragem que garantirá água para Itabuna tem 84% obras  Economia 	0
:- Amo quando me dão tampas.	1
Pessoas venenosas uiiii que medo quasemorrodemedo  cobra	1
Pra que ônibus se São Paulo foi feito para os carros?   cc  e 	1
 Ele quer dominar o mundo 	1
Anvisa recolhe lote de condicionador infantil do mercado  Economia	0
É tão legal trabalhar no dia do seu aniversário :D 	1
"Portugal economia Moedas: Portugal ganhou credibilidade para levantar a voz na Europa"" """	0
Global de mates a segunda ecuaciones inecuaciones trigonometria bieeeeennn 	1
Dilma ta tirando prato de comida da mesa dos brasileiros com o aumento na taxa de juros? Segundo sua campanha contra Marina, SIMM!!	1
Esse Haddad teve ter meleca na cabeça! Onde já ser viu diminuir velocidade pata salvar vidas! 	1
Nessa linda homenagem realmente fica notóra q os sinalizadores são de alta perigosidade ao futebol  	1
 de nada!!  Terça tava com febre (39,9) dor de cabeça, garganta, olhos, peito, coluna e pernas e fraqueza, tava bem né? 	1
 enhorabona campions! ah no.. HalaMadrid 	1
"Ah claro que foi injustiçado, fala isso porque não teve a suposta sorte"" da emilly.  """	1
sou do tipo d gente q só anda com pessoas descentes que ñ fala palavrão, ñ bebe nada além d muita água e ñ fuma nem nada do tipo.  	1
Demos muitos murros na mesa! 4 murros, coitada da mesa!  SomosPorto	1
peligro Ironía pura 	1
Será que eu deveria usar  quando for uma ironia? É como explicar a piada. Sentir-me-ei uma fracassada se tiver de usar a hashtag.	1
 Tá nada,  é campeã já  ÉfodaAturar	1
Passagem vai para R$ 3,80... aumento de 0,30, ainda bem, né? Porque se fosse por causa de 0,20 SP pararia. 	1
Uhuuul fim do mundo!!	1
Deve ser engano aqui não existe racismo ! 	1
Bon dia!  embanye	1
esses bolsonaros são tão baixos q dá vergonha alheia do nível de baixeza  (ô família cristã hein )	1
Estar a estagiar em reabilitação física e ter as costas feitas num oito 	1
Bia Doria ta famosa. Saiu no Le Monde e Washington Post. Que chique! 	1
Essa Manuela dias é genial hein, cada ideia maravilhosa ela cria para as personagens.  justiça	1
Esses petistas. Comprando até rating de agência internacional.  É uma ditadura.   	1
Que divertido es estudiar estando mala 	1
Acho legal o governo do estado de SP fechar escolas, esse negócio de educação não leva a nada.  maiseducacao menosviolencia	1
Alemanha: Índice de produção industrial com maior ganho desde 2011  Economia Indústria	0
- BOMDIA MOMENTS POLÍTICA ECONOMIA LAVAJATO BRASIL  PSDB adia decisão sobre saída da base de Temer	0
Economia: Confiança do comércio cresce 2,7%; alta é em todos os itens 	0
"Prestadors particulars: finançar sense passar pel banc"" economia  ://ow.ly/MGNL30c4ztv"""	0
Paulo Castagnoli,tudo bem com você ? Obrigada por me esquecer e me ignorar tah ? Te Amo muito.  	1
Cunha já tem um sobre nome cognitivo incomum inicia o seu sobre nobre com (CU)	1
Se o Sócrates conseguiu renovar o mandato em 2009, porquê que o Rajoy c/ 7 casos de corrupção no partido n pode vencer as eleições? 	1
- Ah, você é do administrativo? Então mexe com toda a parte de papel não é?- Isso mesmo, pode até me chamar de Impressora. 	1
Que fresquito se está!  	1
“: Morreu Carl Djerassi, um dos pais da pílula  	1
não vai custar nada 	1
 AMEI ELA...  do destino... mais legal que os que eu morei!	1
Medo é grande, mas necessidade e paixão marcam empreendedores  notícias Economia 	0
Maior  : trabalhar num restaurante japones e nao conseguir/gostar de comer sushi 	1
Olha o porco ajudando o Corinthians a buscar o título... 	1
Ja da o troféu pro joao ele é o melhor segundo ele mesmo  masterchefbr	1
Me impressiona qdo vejo pessoas serias defenderem que as instituiçoes no Brasil nao estao falidas.. estao funcionando bem.. ?	1
Muito bom qndo vc quer ver os jogos da Champions e não tem mais os canais no seu pacote da TV a cabo  Afff	1
  E me diga quando que o sbt Não Reprisa seus Conteudos ¿   	1
