text,prediction,pred_gpt4o
Exite o(a) corno(a) ateu vc avisa avisa mas só acredita vendo kkkkkk ,1,ironia
La meua bona sort  ,1,n_ironia
Foi um maquiador da globo que foi lá fazer isso pra ela fazer vídeo e se sair de coitada ,1,n_ironia
“: Lava-Jato: Collor e Lindbergh Farias estão juntos na lista de Janot.   ,1,n_ironia
Vou começar o ano com a stora mais que querida da escola  ,1,ironia
RTUOLNoticias: Fazenda: decisão da S&P reflete aumento da incerteza relacionada a crise política  EconomiaTimBeta…,0,n_ironia
"É tanto radar novo e investimento em tecnologia, que daqui a pouco teremos que absurdamente"" andar na velocidade que a lei manda. """,1,ironia
Para que saúde e educação não é mesmo .,1,ironia
"Amanhã vão estar -4°, que bom! ",1,ironia
Todos aqueles que odeiam Pepe por não ser Português estão agora preocupados por ele não ter treinado? ,1,ironia
temos de usar tags do género   hiperbole e por aí fora...,1,n_ironia
". MOMENTS BOMDIA POLÍTICA ECONOMIA LAVAJATO BRASIL  'Se quiserem, me derrubem', diz Temer a jornal",0,n_ironia
"só não vou sair hj pq não quero beber , e como não tenho motivos nenhum pra isso (  ) , melhor não ir ..",1,ironia
"Golpe da Veja,agressão a petistas,boca d urna tucana,boato sobre morte do doleiro.Aécio tem razão: essa eleição está mto suja, né? ",1,ironia
"Atacar politicos em aeroportos é estimulá-los a usar jatinhos de empresários, um absurdo! ",1,ironia
"   uau, que novidade ! ",1,ironia
Se me conheces à 2 dias o problema é teu ,1,ironia
Economia e Capitalismo: IBGE: PIB cresce 1% no primeiro trimestre de 2017....  PIB QueJunho economia Brasil,0,n_ironia
"Mas quem sabe das coisas é o , incompetentes são dos dirigentes do Grêmio   ",1,ironia
"ele é tão bom, mas tão bom que os demais times brigam pra contratá-lo  paz",1,ironia
+ de 49% d economia ThermaProHardcore Integralmédica Compare preços d suplementos e economize d verdade!,0,n_ironia
Dica de Leitura.Estudo Aprimoramento Conhecimento Economia ,0,n_ironia
" Com fé em deus, um dia vou ver a kefera, e vou abraçar ela tao forte, ate ela ficar magra.",1,ironia
uhum  'regram beniciobarbudoIsso basta beniciobarbudo  friends amigos bff… ,1,n_ironia
"passei frio dia todo, peguei a blusa, tô com calor ",1,n_ironia
Base aliada já planeja o pós-Temer   Temer Politica impeachment Economia mercados market stocks  China Dolar,0,n_ironia
"Mirando Stand Up"" sentados..  (?""",1,ironia
-Da quando sei a Cortina?-D'Ampezzo!Buon2015!  amicamia persempre sapevatelo,1,n_ironia
"Sexta, fim do mundo, tem @_zecaetano  no Rosário - foi?! @gisawdias @samara_ancheta",1,n_ironia
"Claro que daria (). O Flamengo foi flagrantemente favorecido pela arbitragem na rubensliga, vide o jogo contra o bacalhau na TG.",1,ironia
nem eu paneleiro  ,1,n_ironia
 Coerente. Quem prendeu os presidentes petralhas na CF esse ano ñ poderia homenagear cantora comunista.  ,1,ironia
"Toda vez q a Dilma fala do PMDB visualizo um   "" . Ela só não fala, mas pensa , certeza !""",1,ironia
clara_postal: Colagem e croquis!  moda croqui arte laboratório criatividade   UCS Campos 8 ,1,n_ironia
Gesner Oliveira: Informação em prol da concorrência é (quase) tudo que o consumidor quer  Economia,0,n_ironia
Economia.País tem um milhão a mais de desempregados em três meses ,0,n_ironia
"Como o mercado cria empregos, e como o estado os destróiTrabalho Emprego Desemprego CLT Economia Brasil",0,n_ironia
Qual é o segredo da Austrália para crescer por mais de 25 anos sem recessão economia sociedade,0,n_ironia
"   será MESMO q tem indústria da multa em SP ? Será q tem meta mesmo, ein  e ? ",1,ironia
- pessoas que pensam que têm confianças quando não tem é outro nível lol ,1,ironia
"A direita se manifestando em defesa da democracia, e pedindo impeachment pq seu candidato ñ ganhou.tendi  mimimi",1,ironia
O negócio é trabalhar para poder comprar café e tomar seee der tempo.   ,1,ironia
"Saber que nos EUA a campanha presidencial está empatada me dá um sentimento de pelo menos não estamos sós no retrocesso"" """,1,ironia
: gente sin pareja dando consejos de pareja.,1,ironia
"Muito boa, a refinada  do Constantino em relação ao TicoSantaCruz  Rs  via ",1,ironia
 Acho que faltou a hashtag  na hora.,1,n_ironia
Estou com o coraçãozinho parrido!  Jornal JornalVS VS… ,1,n_ironia
"O que falar dessas chapas do DCE que super expõem suas propostas ao invés de brigar e que claro, são super apartidárias ",1,ironia
"redução da maioridade penal sim! O bandido q chuta a própria mãe aos 6 meses d gestação, q arque c/ as consequências e vá p/ cadeia. ",1,ironia
Melhor dia de sempre ,1,ironia
O rapaz de Hermano mayor de hoxe é Dios. Non comprendo que precise ter terapia. Está totalmente adaptado á sociedade ,1,ironia
"Vocês que não entendem  e , saiam do twitter e migrem para o chorume book, ops, digo facebbook.",1,ironia
"tem muita gente chata nas redes socias, cheios de críticas mimimimi! E quem não quer receber crítica não faça nada ",1,ironia
  com continues aixina de cendrós acabe el sandwitx i me'n torne a casa  Anem! Un abraç!,1,n_ironia
"Ufa! Ainda bem, né????  ",1,ironia
Diário ♔DAVINIANAS   já saiu!  Graças a    uol economia,0,ironia
Tateane é libertária ,1,n_ironia
Hoje parece que vai ser uma daqueles casos fáceis...  SVUBR,1,ironia
foi um delito sem importância né???   (sempre bom avisar),1,ironia
RT : SPFC pareceu o PT: querendo enganar o juiz. ,1,ironia
 não percebeu a  kkk,1,n_ironia
Amizade colorida........ Não sei nem o que é isso  ,1,ironia
nao foi o fim do mundo mas chegou perto... 41graus marcou meu carro ontem em POA!!! http://t.co/Frf6CQiR,1,n_ironia
Economía/ Motor.-  ALD  Automotive compra  BBVA AutoRenting,0,n_ironia
Presidente  fala agora sobre cortes feitos no próprio governo e a PEC do teto dos gastos públicos p/ recuperação da economia.,0,n_ironia
"..alcançando um patamar de 825 milhões de dólares”. ComércioExterior Economia Pernambuco""",0,n_ironia
Bandidaaaaaaa puxa pelos cabelos (),1,n_ironia
 galero,1,n_ironia
Grandissima UBIbanca!!   risate LapoElkann,1,ironia
Indice de empresas sostenibles (DJSI)  ade negocios economia ,0,n_ironia
" imagina, que isso? Ele é o melhor sqn ",1,ironia
Nós não precisamos de investimentos Mr. Obama. Afinal estamos todos empregados. Inclusive eu.    ,1,ironia
Muito triste ter que colocar a tag  num tweet. Ma não dá pra facilitar né?,1,n_ironia
"Muito compreensiva, ela!Saiba mais sobre ironia em:  ",1,ironia
aiaiaiaia verás como corre el Javi ,1,n_ironia
O que tem de bom hoje?  economia,0,ironia
 precisa da hashtag  msm?,1,n_ironia
" MEU DEUS, É O CAOS NO COLORADO ",1,n_ironia
"Leilão prevê envio de 22,4 mil toneladas de milho para o Nordeste  economia",0,n_ironia
Que coisa... ela deveria ter aceitado a invasão sem reagir.  ,1,ironia
 Mas aí seria muita afronta à família brasileira. ,1,ironia
 te amo tanto kkk..,1,ironia
Acordando numa segunda chuvosa e fria na Bahia ! Só pode ser brincadeira. Ou ironia do destino.  segunda monday bahia boracomecar,1,ironia
eu sei :) ,1,n_ironia
":  é eu querer cuidar de vc, se não consigo cuidar nem de mim""""",1,ironia
Fantastico ainda ouviria o especialista Fernando Holiday p falar dos beneficios da volta da escravidão ,1,ironia
Êta mundo bom em Monica...  A Sapucaí foi boa? Estamos curiosos até agora videoshowaovivo ,1,ironia
"É hora do Brasil refletir se presidencialismo é realmente o melhor, diz professor de Stanford"" economia feedly""",0,n_ironia
"A tragédia principal da minha vida é, como todas astragédias, uma ironia do Destino."" desassossego """,1,n_ironia
3 dicas para impulsionar seu negóciosem alto investimento  economia,0,n_ironia
É uma das maiores desgraças da nossa legislação trabalhista! SalárioMínimo economia discriminação,0,ironia
Status: Alterando minha definição para ENCANTO.  ,1,ironia
Il mio ricordo e di  e grinta! Ciao wondy,1,n_ironia
"Publicidade Infantil caiu no ENEM,o q fiz foitrabalho infantil"".Com isso infere-se q essa gente q elabora essas prova são pedófilo """,1,ironia
 esqueci de colocar ,1,n_ironia
O meu padrinho é a pessoa q mais gosta do dia da mãe ,1,ironia
 Que grande MERDA! Valeu Brasil! Valeu presidente! ,1,ironia
Prefeitura assina contrato com Banco Interamericano de ... .Veja mais detalhes no site.   Economia Notícias,0,n_ironia
": Acusado de matar amigo com golpe de espada, ex-'Power Ranger' é preso  arte imitando a vida. """,1,ironia
"Sabe qual é a  da vida?É ter pressa para crescer e, depois, suspirar pela infância… """,1,n_ironia
"Gays e sua aversão a qualquer sinal de feminilidade no possível parceiro. Um viva ao gay heteronormativo, barbado, peludo, ativão ",1,ironia
Bom dia! E pintou o campeão!! Expliquem essa ateus. Pet é o cara.  ,1,ironia
Tão bom não ser prioridade na vida da pessoa que é prioridade na sua ,1,ironia
"Hoje em dia se fala tanto do antibíblico sonhos de Deus"" que eu vou começar a ficar na torcida para que ""Ele"" consiga realizá-los. """,1,ironia
Peligro. Humanos!!!...Viñetas Humor Crítica Ironía ,1,ironia
"Em 2016, os latrocínios aumentaram 15% em comparação a 2015.Mas estão roubando menos carros.Então, tudo bem  sqn  ",1,ironia
Tela Desordem & Progresso Por Fabio Gerevine / 2012brasil patriaamada desordem progresso contestação tela  obrapictorica,1,n_ironia
"E o elenco que ja era ridiculo no setor de ataque vai ficar sem Richarlison.Nao me preocupo,temos magnata,osvaldo e marcos jr! ",1,ironia
"vou passar a adotar o estilo de resposta do Antero, pra não render com os haters  ",1,ironia
 porque será? .com,1,n_ironia
"hambre crisis sosvenezuela ironía: Famélicos, por   ",1,ironia
Divertidas dos semanas ,1,n_ironia
Diva Depressão® on Instagram: “diva divas humor piada  sarcástica ironica  recalque... ,1,ironia
"Moça do  : Volta mais tarde.""Ah tá. Eu não trabalho né, posso fazer isso. Essa empresa chama ""Poupa Tempo"" pq mesmo?""",1,ironia
Felipe Massa se aposentando? Pensei que ele já tinha vazado há tempos ,1,ironia
- Eu Nunca Vou Te ABANDONAR  Diz A Pessoua Que  Hoje Nem Olha Mais Pra Sua Cara !  :/,1,ironia
"Poxa vida, mas como vcs mudam d opinião rápida hein!!!! NãoAdiantaZicar",1,ironia
a organização das testemunhas de Jeová não abriu a porta à reportagem da tvi ,1,n_ironia
Sacanagem o bombom que minha princesa me deu...Não sei se começo a rir ou choro! Kkkdestino? ? coisasdavida? ,1,ironia
Trânsito do Recife ta uma paz hoje sem aulas. Sendo assim: Acabem com as escolas e o problema de mobilidade é resolvido! FicaDica ,1,ironia
"Quadriceps, triceps, biceps… Amigos anatomistas, onde é o uniceps?? Hehehehe   joke piadinhatosca",1,n_ironia
"13 senadores () votaram pela soltura do senador"" Delcídio do Amaral. Veja quem votou deste modo, anote, e... """,1,n_ironia
Petrobras anuncia venda de 100% da participação no Campo de Juruá economia  via ,0,n_ironia
"Urgência na definição do alcance do foro privilegiado""  economia feedly""",0,n_ironia
"Que engrassado, tô morrendo de rir com sua piada ",1,ironia
"Prefiro os animais aos humanos."" Mas como? Os humanos não são animais também?! aforismo  paradoxo""",1,ironia
PT precisa de 171 votos para arquivar o processo de impeachment.Que IRONIA do destino.dilma impeachment destino  petralha sai,1,ironia
-Se eu me arrependo de ter ficado com vc??. Imagina...  QuintaDetremuraSDV,1,ironia
"E ela disse que isso vai durar o tempo que for necessário. Relaxa, dá pra aguentar esses pequenos aumentos.",1,ironia
"Então a inflação não existe só aqui, né???   ",1,ironia
Viva a Disney! Mal sabe ele que a empresa incentiva as pessoas a beijarem uma mulher em coma cercada por anões ,1,ironia
" uhum, sabe sim. ",1,ironia
Tá passando Super Star na Globo. O símbolo do PT é uma estrela. Só não vê quem não quer. ,1,ironia
PARA NADA  ,1,ironia
 você é brasileira ?   ,1,n_ironia
"RT @O_Capu: Xapramim :*** RT @StefannySantos: @o_capu haeuae A gente fica preocupada, bem no dia do fim do mundo ainda! Hahah Te cuida e quebra tudo! ;D",1,n_ironia
"A psicologa ajudou tanta, meu Deus ",1,ironia
"se vc nao enjere nem um tipo de álcool, vc ja pode ser meu amgdiganaoaoalcool  soquenuca mdspqeutousando",1,ironia
Amigos moram perto e não se trombam...,1,ironia
  faltoume o de ironía... seica ;),1,ironia
"to percebendo, né  kkkkkkkkk",1,ironia
"O rio doce que se encontrava em MG morreu, mas não esquenta a cabeça porque somos todos franceses! deboche",1,ironia
Numa vitrine de loja...só os fortes entenderão hahahaha   Carioca Shopping ,1,n_ironia
Pq insistir em acreditar no errado kkkk  ,1,ironia
É safra de abacate margarida!!!   amoabacate abacatemargarida ficaadica economia esafra fruta,0,n_ironia
... Esse vídeo é pra pra mostrar o quanto o povo das outras regiões falam mal mas pagam pau. ,1,ironia
"Economía | AFPs el salvavidas de Bachelet"" por AntonioArroyo""",0,ironia
"nossa, que grande ofensa para Deus, chamou ele de mulher. Absurdo. Ser mulher é o pior defeito do universo ",1,ironia
interessante perceber como o catedrático vai dar uma entrevista precisamente ao jornal de quem o   tanto se queixa ,1,ironia
So notícia boa! Uhuuu ,1,ironia
"AGORA VAI! Realmente bater em jogador resolve tudo, vasco não cai mais!  ",1,ironia
Economia.Presidente do Senado admite possibilidade de acelerar reforma trabalhista ,0,n_ironia
Assistindo a Copa do Nordeste e por ironia o Esporte Interativo está transmitindo o jogo cujo nome de um dos times se chama GLOBO. ,1,ironia
